geography,firmsize,year,quarter,Emp,EmpEnd,sEmp,sEmpEnd
6065,1,1999,3,95951,95888,1,1
6065,2,1999,3,42900,42605,1,1
6065,3,1999,3,65562,65331,1,1
6065,4,1999,3,26482,24114,1,1
6065,5,1999,3,142374,141760,1,1
6067,0,1999,3,421473,426094,1,1
6067,1,1999,3,88885,92368,1,1
6067,2,1999,3,42634,42264,1,1
6067,3,1999,3,65601,66230,1,1
6067,4,1999,3,22778,23123,1,1
6067,5,1999,3,201575,202109,1,1
6069,0,1999,3,12822,13456,1,1
6069,1,1999,3,4901,4695,1,1
6069,2,1999,3,1655,1728,1,1
6069,3,1999,3,3765,4432,1,1
6069,4,1999,3,616,657,9,9
6069,5,1999,3,1885,1943,1,1
6071,0,1999,3,433369,439288,1,1
6071,1,1999,3,91248,93289,1,1
6071,2,1999,3,47307,47937,1,1
6071,3,1999,3,72110,72668,1,1
6071,4,1999,3,23724,24067,1,1
6071,5,1999,3,198979,201326,1,1
6073,0,1999,3,985935,996064,1,1
6073,1,1999,3,221751,227946,1,1
6073,2,1999,3,103277,104471,1,1
6073,3,1999,3,179127,179718,1,1
6073,4,1999,3,61464,62250,1,1
6073,5,1999,3,420316,421678,1,1
6075,0,1999,3,518639,526831,1,1
6075,1,1999,3,110990,116048,1,1
6075,2,1999,3,55855,56807,1,1
6075,3,1999,3,83006,83416,1,1
6075,4,1999,3,30715,31017,1,1
6075,5,1999,3,238073,239544,1,1
6077,0,1999,3,167131,173475,1,1
6077,1,1999,3,43648,44520,1,1
6077,2,1999,3,20783,21612,1,1
6077,3,1999,3,28917,29395,1,1
6077,4,1999,3,10025,10290,1,1
6077,5,1999,3,63758,67657,1,1
6079,0,1999,3,70252,71273,1,1
6079,1,1999,3,26351,27031,1,1
6079,2,1999,3,12478,12512,1,1
6079,3,1999,3,11380,11652,1,1
6079,4,1999,3,4175,4074,1,1
6079,5,1999,3,15868,16004,1,1
6081,0,1999,3,329562,335598,1,1
6081,1,1999,3,69645,72018,1,1
6081,2,1999,3,35246,35784,1,1
6081,3,1999,3,54321,54586,1,1
6081,4,1999,3,14317,14240,1,1
6081,5,1999,3,156033,158970,1,1
6083,0,1999,3,137580,136699,1,1
6083,1,1999,3,42590,42515,1,1
6083,2,1999,3,23624,22601,1,1
6083,3,1999,3,28788,28079,1,1
6083,4,1999,3,8776,9731,1,1
6083,5,1999,3,33803,33773,1,1
6085,0,1999,3,886725,903174,1,1
6085,1,1999,3,154763,162130,1,1
6085,2,1999,3,86162,88536,1,1
6085,3,1999,3,145414,147278,1,1
6085,4,1999,3,50075,50620,1,1
6085,5,1999,3,450312,454610,1,1
6087,0,1999,3,86496,85132,1,1
6087,1,1999,3,30753,30760,1,1
6087,2,1999,3,15126,14264,1,1
6087,3,1999,3,16258,15584,1,1
6087,4,1999,3,2107,2011,1,1
6087,5,1999,3,22251,22513,1,1
6089,0,1999,3,48188,48824,1,1
6089,1,1999,3,17598,17722,1,1
6089,2,1999,3,6291,6471,1,1
6089,3,1999,3,7399,7347,1,1
6089,4,1999,3,1955,1866,1,1
6089,5,1999,3,14945,15418,1,1
6091,0,1999,3,502,546,1,1
6091,1,1999,3,355,408,1,1
6091,2,1999,3,78,68,1,1
6091,3,1999,3,,,5,5
6091,4,1999,3,6,6,9,9
6091,5,1999,3,,,5,5
6093,0,1999,3,10543,10565,1,1
6093,1,1999,3,4984,4979,1,1
6093,2,1999,3,1315,1301,1,1
6093,3,1999,3,1953,1987,1,1
6093,4,1999,3,361,338,9,9
6093,5,1999,3,1930,1960,1,1
6095,0,1999,3,91741,93090,1,1
6095,1,1999,3,23006,23358,1,1
6095,2,1999,3,9189,9444,1,1
6095,3,1999,3,15261,15371,1,1
6095,4,1999,3,4755,4753,1,1
6095,5,1999,3,39530,40164,1,1
6097,0,1999,3,158380,160170,1,1
6097,1,1999,3,49782,50820,1,1
6097,2,1999,3,24182,24136,1,1
6097,3,1999,3,28353,28711,1,1
6097,4,1999,3,10606,10596,1,1
6097,5,1999,3,45457,45907,1,1
6099,0,1999,3,139344,142505,1,1
6099,1,1999,3,36500,37084,1,1
6099,2,1999,3,17081,17144,1,1
6099,3,1999,3,23089,22234,1,1
6099,4,1999,3,6685,6457,1,1
6099,5,1999,3,55989,59586,1,1
6101,0,1999,3,20835,21186,1,1
6101,1,1999,3,8480,8358,1,1
6101,2,1999,3,3527,3791,1,1
6101,3,1999,3,3391,3423,1,1
6101,4,1999,3,1228,1325,9,9
6101,5,1999,3,4210,4290,1,1
6103,0,1999,3,12854,13603,1,1
6103,1,1999,3,4056,4454,1,1
6103,2,1999,3,1526,1606,1,1
6103,3,1999,3,1146,1158,1,1
6103,4,1999,3,676,707,9,1
6103,5,1999,3,5449,5677,1,1
6105,0,1999,3,1797,1720,1,1
6105,1,1999,3,1249,1201,1,1
6105,2,1999,3,183,153,1,1
6105,3,1999,3,286,286,9,9
6105,4,1999,3,52,52,9,9
6105,5,1999,3,28,29,9,9
6107,0,1999,3,110252,109267,1,1
6107,1,1999,3,38658,37383,1,1
6107,2,1999,3,18010,17064,1,1
6107,3,1999,3,23471,23879,1,1
6107,4,1999,3,6368,6627,1,1
6107,5,1999,3,23744,24313,1,1
6109,0,1999,3,11339,11146,1,1
6109,1,1999,3,5451,5353,1,1
6109,2,1999,3,2150,2082,1,1
6109,3,1999,3,1008,985,1,1
6109,4,1999,3,316,300,1,1
6109,5,1999,3,2414,2427,1,1
6111,0,1999,3,234522,236395,1,1
6111,1,1999,3,59195,60783,1,1
6111,2,1999,3,29037,28989,1,1
6111,3,1999,3,43600,44586,1,1
6111,4,1999,3,15322,14802,1,1
6111,5,1999,3,87368,87236,1,1
6113,0,1999,3,61925,63402,1,1
6113,1,1999,3,14872,15252,1,1
6113,2,1999,3,7121,7124,1,1
6113,3,1999,3,10283,10757,1,1
6113,4,1999,3,2918,3010,1,1
6113,5,1999,3,26732,27259,1,1
6115,0,1999,3,10358,10595,1,1
6115,1,1999,3,3368,3448,1,1
6115,2,1999,3,864,791,1,1
6115,3,1999,3,2449,2550,1,1
6115,4,1999,3,227,219,1,1
6115,5,1999,3,3450,3587,1,1
6001,0,1999,4,597467,601663,1,1
6001,1,1999,4,123766,123973,1,1
6001,2,1999,4,65794,65898,1,1
6001,3,1999,4,109303,109091,1,1
6001,4,1999,4,33596,33721,1,1
6001,5,1999,4,265008,268979,1,1
6003,0,1999,4,133,127,1,1
6003,1,1999,4,104,88,1,1
6003,2,1999,4,,,5,5
6003,3,1999,4,,,5,5
6003,4,1999,4,,,5,5
6005,0,1999,4,7507,7704,1,1
6005,1,1999,4,3000,2815,1,1
6005,2,1999,4,1077,950,1,1
6005,3,1999,4,996,942,1,1
6005,4,1999,4,759,781,1,1
6005,5,1999,4,1674,2216,1,9
6007,0,1999,4,56698,54373,1,1
6007,1,1999,4,18269,16971,1,1
6007,2,1999,4,7669,7244,1,1
6007,3,1999,4,10323,9998,1,1
6007,4,1999,4,3093,3149,1,1
6007,5,1999,4,17344,17010,1,1
6009,0,1999,4,5684,5535,1,1
6009,1,1999,4,3251,2960,1,1
6009,2,1999,4,926,842,1,1
6009,3,1999,4,882,782,1,1
6009,4,1999,4,96,410,1,9
6009,5,1999,4,528,541,1,1
6011,0,1999,4,6778,5110,1,1
6011,1,1999,4,2898,2127,1,1
6011,2,1999,4,1011,825,1,1
6011,3,1999,4,1517,1063,1,1
6011,4,1999,4,324,247,1,1
6011,5,1999,4,1028,848,1,1
6013,0,1999,4,303996,304172,1,1
6013,1,1999,4,69934,68523,1,1
6013,2,1999,4,29188,28591,1,1
6013,3,1999,4,44773,44675,1,1
6013,4,1999,4,12891,13137,1,1
6013,5,1999,4,147209,149246,1,1
6015,0,1999,4,5480,5115,1,1
6015,1,1999,4,2196,1945,1,1
6015,2,1999,4,592,488,1,1
6015,3,1999,4,1258,1287,1,1
6015,4,1999,4,280,213,1,1
6015,5,1999,4,1154,1183,1,1
6017,0,1999,4,32522,33031,1,1
6017,1,1999,4,14223,13238,1,1
6017,2,1999,4,5111,5127,1,1
6017,3,1999,4,4159,3969,1,1
6017,4,1999,4,1496,1543,1,1
6017,5,1999,4,7533,9154,1,9
6019,0,1999,4,262788,242397,1,1
6019,1,1999,4,79832,70883,1,1
6019,2,1999,4,36807,32775,1,1
6019,3,1999,4,51595,43801,1,1
6019,4,1999,4,12413,11871,1,1
6019,5,1999,4,82140,83068,1,1
6021,0,1999,4,6503,5696,1,1
6021,1,1999,4,3347,2765,1,1
6021,2,1999,4,763,604,1,1
6021,3,1999,4,622,571,1,1
6021,4,1999,4,245,205,1,1
6021,5,1999,4,1527,1550,1,1
6023,0,1999,4,39039,37785,1,1
6023,1,1999,4,13927,12887,1,1
6023,2,1999,4,6233,6010,1,1
6023,3,1999,4,7591,7435,1,1
6023,4,1999,4,1928,1887,1,1
6023,5,1999,4,9361,9566,1,1
6025,0,1999,4,36556,41905,1,1
6025,1,1999,4,12922,14629,1,1
6025,2,1999,4,4961,4631,1,1
6025,3,1999,4,6611,7553,1,1
6025,4,1999,4,1465,2257,9,9
6025,5,1999,4,10597,12835,1,1
6027,0,1999,4,4884,4727,1,1
6027,1,1999,4,2418,2273,1,1
6027,2,1999,4,777,731,1,1
6027,3,1999,4,705,717,1,1
6027,4,1999,4,17,22,9,9
6027,5,1999,4,966,985,1,1
6029,0,1999,4,177650,160841,1,1
6029,1,1999,4,46265,42525,1,1
6029,2,1999,4,23818,21368,1,1
6029,3,1999,4,34116,27772,1,1
6029,4,1999,4,13019,10917,1,1
6029,5,1999,4,60431,58259,1,1
6031,0,1999,4,25819,23158,1,1
6031,1,1999,4,7850,7405,1,1
6031,2,1999,4,3105,2612,1,1
6031,3,1999,4,4693,4449,1,1
6031,4,1999,4,1795,1704,1,1
6031,5,1999,4,8375,6989,1,1
6033,0,1999,4,11141,10318,1,1
6033,1,1999,4,5128,4576,1,1
6033,2,1999,4,1150,1032,1,1
6033,3,1999,4,1974,1891,1,1
6033,4,1999,4,899,835,1,1
6033,5,1999,4,1990,1984,1,1
6035,0,1999,4,4437,3774,1,1
6035,1,1999,4,1963,1663,1,1
6035,2,1999,4,571,533,1,1
6035,3,1999,4,869,560,1,1
6035,4,1999,4,59,58,9,9
6035,5,1999,4,974,961,1,1
6037,0,1999,4,3681309,3664619,1,1
6037,1,1999,4,774173,770766,1,1
6037,2,1999,4,383101,381114,1,1
6037,3,1999,4,625747,623687,1,1
6037,4,1999,4,217146,218666,1,1
6037,5,1999,4,1681142,1670387,1,1
6039,0,1999,4,33842,28907,1,1
6039,1,1999,4,11066,9082,1,1
6039,2,1999,4,3561,3018,1,1
6039,3,1999,4,4369,3730,1,1
6039,4,1999,4,3932,2251,1,1
6039,5,1999,4,10914,10826,1,1
6041,0,1999,4,97724,96961,1,1
6041,1,1999,4,34845,34338,1,1
6041,2,1999,4,13421,13170,1,1
6041,3,1999,4,18427,18457,1,1
6041,4,1999,4,2911,2845,1,1
6041,5,1999,4,28120,28150,1,1
6043,0,1999,4,3189,2736,1,1
6043,1,1999,4,1035,953,1,1
6043,2,1999,4,530,429,1,1
6043,3,1999,4,332,305,9,1
6043,4,1999,4,20,19,9,9
6043,5,1999,4,1271,1030,9,1
6045,0,1999,4,28164,25700,1,1
6045,1,1999,4,12031,10614,1,1
6045,2,1999,4,5170,4502,1,1
6045,3,1999,4,6345,6009,1,1
6045,4,1999,4,754,745,1,1
6045,5,1999,4,3864,3830,1,1
6047,0,1999,4,56439,49102,1,1
6047,1,1999,4,16417,14245,1,1
6047,2,1999,4,7435,6528,1,1
6047,3,1999,4,9690,7796,1,1
6047,4,1999,4,3327,2926,1,1
6047,5,1999,4,19569,17606,1,1
6049,0,1999,4,2074,1694,1,1
6049,1,1999,4,1258,1008,1,1
6049,2,1999,4,287,198,1,1
6049,3,1999,4,418,380,1,1
6049,4,1999,4,,,5,5
6049,5,1999,4,107,105,1,1
6051,0,1999,4,4395,5287,1,1
6051,1,1999,4,2341,1880,1,1
6051,2,1999,4,800,796,1,1
6051,3,1999,4,153,203,1,1
6051,4,1999,4,,,5,5
6051,5,1999,4,1098,2404,9,9
6053,0,1999,4,135641,119119,1,1
6053,1,1999,4,45909,38816,1,1
6053,2,1999,4,18953,16416,1,1
6053,3,1999,4,27348,22399,1,1
6053,4,1999,4,9143,7915,1,1
6053,5,1999,4,34288,33573,1,1
6055,0,1999,4,52601,49206,1,1
6055,1,1999,4,16518,15421,1,1
6055,2,1999,4,8415,7594,1,1
6055,3,1999,4,10726,9957,1,1
6055,4,1999,4,2816,2389,1,1
6055,5,1999,4,14126,13844,1,1
6057,0,1999,4,21542,21563,1,1
6057,1,1999,4,10355,9945,1,1
6057,2,1999,4,2930,2992,1,1
6057,3,1999,4,3686,3551,1,1
6057,4,1999,4,724,611,1,1
6057,5,1999,4,3847,4463,1,1
6059,0,1999,4,1266415,1264365,1,1
6059,1,1999,4,263164,262020,1,1
6059,2,1999,4,137932,137105,1,1
6059,3,1999,4,234510,232463,1,1
6059,4,1999,4,72838,72919,1,1
6059,5,1999,4,557971,559859,1,1
6061,0,1999,4,86090,88589,1,1
6061,1,1999,4,22715,22093,1,1
6061,2,1999,4,10363,10456,1,1
6061,3,1999,4,13761,14082,1,1
6061,4,1999,4,4189,4651,1,1
6061,5,1999,4,35062,37307,1,1
6063,0,1999,4,4587,3822,1,1
6063,1,1999,4,2703,2029,1,1
6063,2,1999,4,562,492,1,1
6063,3,1999,4,363,364,1,1
6063,4,1999,4,59,57,1,1
6063,5,1999,4,899,880,1,1
6065,0,1999,4,370558,376097,1,1
6065,1,1999,4,96784,96814,1,1
6065,2,1999,4,43300,43652,1,1
6065,3,1999,4,64663,66956,1,1
6065,4,1999,4,25252,24767,1,1
6065,5,1999,4,140559,143907,1,1
6067,0,1999,4,421509,421090,1,1
6067,1,1999,4,91290,89574,1,1
6067,2,1999,4,42211,41521,1,1
6067,3,1999,4,65436,64895,1,1
6067,4,1999,4,23364,23648,1,1
6067,5,1999,4,199209,201453,1,1
6069,0,1999,4,13126,11238,1,1
6069,1,1999,4,4656,4101,1,1
6069,2,1999,4,1705,1577,1,1
6069,3,1999,4,4203,3226,1,1
6069,4,1999,4,626,436,9,9
6069,5,1999,4,1937,1898,1,1
6071,0,1999,4,440266,442230,1,1
6071,1,1999,4,92896,91278,1,1
6071,2,1999,4,48121,47744,1,1
6071,3,1999,4,73464,73396,1,1
6071,4,1999,4,24641,24562,1,1
6071,5,1999,4,201144,205249,1,1
6073,0,1999,4,990773,994658,1,1
6073,1,1999,4,226564,226159,1,1
6073,2,1999,4,103926,102903,1,1
6073,3,1999,4,178914,176675,1,1
6073,4,1999,4,61809,61522,1,1
6073,5,1999,4,419560,427399,1,1
6075,0,1999,4,527981,534037,1,1
6075,1,1999,4,115860,118686,1,1
6075,2,1999,4,56501,56869,1,1
6075,3,1999,4,83279,82845,1,1
6075,4,1999,4,31125,30098,1,1
6075,5,1999,4,241216,245537,1,1
6077,0,1999,4,169367,159430,1,1
6077,1,1999,4,44000,39439,1,1
6077,2,1999,4,21075,19103,1,1
6077,3,1999,4,28693,25688,1,1
6077,4,1999,4,10406,10083,1,1
6077,5,1999,4,65193,65117,1,1
6079,0,1999,4,71261,70320,1,1
6079,1,1999,4,26771,26080,1,1
6079,2,1999,4,12434,12079,1,1
6079,3,1999,4,11523,11244,1,1
6079,4,1999,4,4233,3891,1,1
6079,5,1999,4,16301,17026,1,1
6081,0,1999,4,330151,333030,1,1
6081,1,1999,4,71264,71939,1,1
6081,2,1999,4,35372,35221,1,1
6081,3,1999,4,53492,53601,1,1
6081,4,1999,4,14274,14009,1,1
6081,5,1999,4,155750,158260,1,1
6083,0,1999,4,135893,131335,1,1
6083,1,1999,4,42209,41180,1,1
6083,2,1999,4,22488,20862,1,1
6083,3,1999,4,27936,27209,1,1
6083,4,1999,4,9542,8381,1,1
6083,5,1999,4,33718,33703,1,1
6085,0,1999,4,889644,893528,1,1
6085,1,1999,4,158696,160877,1,1
6085,2,1999,4,89068,90464,1,1
6085,3,1999,4,145545,145132,1,1
6085,4,1999,4,49807,49394,1,1
6085,5,1999,4,446530,447661,1,1
6087,0,1999,4,83205,77315,1,1
6087,1,1999,4,30059,26832,1,1
6087,2,1999,4,14292,12230,1,1
6087,3,1999,4,15522,14878,1,1
6087,4,1999,4,2144,2063,1,1
6087,5,1999,4,21189,21311,1,1
6089,0,1999,4,48725,47623,1,1
6089,1,1999,4,17661,16460,1,1
6089,2,1999,4,6638,6596,1,1
6089,3,1999,4,7388,7327,1,1
6089,4,1999,4,1814,1762,1,1
6089,5,1999,4,15225,15477,1,1
6091,0,1999,4,535,390,1,1
6091,1,1999,4,408,283,1,1
6091,2,1999,4,57,23,9,9
6091,3,1999,4,,,5,5
6091,4,1999,4,6,6,9,9
6091,5,1999,4,,,5,5
6093,0,1999,4,10410,9748,1,1
6093,1,1999,4,4871,4102,1,1
6093,2,1999,4,1266,1283,1,1
6093,3,1999,4,1935,1973,1,1
6093,4,1999,4,318,353,9,9
6093,5,1999,4,2019,2037,1,1
6095,0,1999,4,92416,91283,1,1
6095,1,1999,4,23335,21867,1,1
6095,2,1999,4,9410,9436,1,1
6095,3,1999,4,15208,14896,1,1
6095,4,1999,4,4801,4885,1,1
6095,5,1999,4,39663,40199,1,1
6097,0,1999,4,158993,155402,1,1
6097,1,1999,4,50267,48133,1,1
6097,2,1999,4,25114,23973,1,1
6097,3,1999,4,28897,28502,1,1
6097,4,1999,4,10685,10536,1,1
6097,5,1999,4,44031,44258,1,1
6099,0,1999,4,139568,130732,1,1
6099,1,1999,4,37163,33155,1,1
6099,2,1999,4,17117,15586,1,1
6099,3,1999,4,21818,21122,1,1
6099,4,1999,4,6072,5705,1,1
6099,5,1999,4,57397,55165,1,1
6101,0,1999,4,20453,18303,1,1
6101,1,1999,4,8014,6763,1,1
6101,2,1999,4,3576,2924,1,1
6101,3,1999,4,3332,2992,1,1
6101,4,1999,4,1312,1293,9,9
6101,5,1999,4,4219,4331,1,1
6103,0,1999,4,13756,13323,1,1
6103,1,1999,4,4466,4108,1,1
6103,2,1999,4,1583,1608,1,1
6103,3,1999,4,1213,1069,1,1
6103,4,1999,4,689,661,9,9
6103,5,1999,4,5805,5877,1,1
6105,0,1999,4,1649,1434,1,1
6105,1,1999,4,1113,878,1,1
6105,2,1999,4,160,136,1,1
6105,3,1999,4,285,323,9,9
6105,4,1999,4,62,63,9,9
6105,5,1999,4,29,34,9,9
6107,0,1999,4,108318,100321,1,1
6107,1,1999,4,36903,31840,1,1
6107,2,1999,4,16740,14697,1,1
6107,3,1999,4,23819,22401,1,1
6107,4,1999,4,6700,7457,1,1
6107,5,1999,4,24156,23925,1,1
6109,0,1999,4,11065,10985,1,1
6109,1,1999,4,5246,4867,1,1
6109,2,1999,4,2097,2036,1,1
6109,3,1999,4,965,847,1,1
6109,4,1999,4,314,741,1,9
6109,5,1999,4,2443,2494,1,1
6111,0,1999,4,235516,233110,1,1
6111,1,1999,4,60121,59159,1,1
6111,2,1999,4,28581,27933,1,1
6111,3,1999,4,44376,42169,1,1
6111,4,1999,4,14992,14588,1,1
6111,5,1999,4,87446,89260,1,1
6113,0,1999,4,63410,59877,1,1
6113,1,1999,4,15420,13284,1,1
6113,2,1999,4,6898,6193,1,1
6113,3,1999,4,10886,10333,1,1
6113,4,1999,4,3006,3043,1,1
6113,5,1999,4,27200,27024,1,1
6115,0,1999,4,10506,9712,1,1
6115,1,1999,4,3573,3063,1,1
6115,2,1999,4,805,779,1,1
6115,3,1999,4,2598,2529,1,1
6115,4,1999,4,220,223,1,1
6115,5,1999,4,3309,3119,1,1
6001,0,2000,1,601025,610350,1,1
6001,1,2000,1,113986,119566,1,1
6001,2,2000,1,66272,68637,1,1
6001,3,2000,1,111176,113875,1,1
6001,4,2000,1,31638,31974,1,1
6001,5,2000,1,277952,276298,1,1
6003,0,2000,1,126,140,1,1
6003,1,2000,1,71,82,1,1
6003,2,2000,1,52,55,1,1
6003,3,2000,1,,,5,5
6003,4,2000,1,,,5,5
6005,0,2000,1,7521,7737,1,1
6005,1,2000,1,2645,2801,1,1
6005,2,2000,1,1095,1145,1,1
6005,3,2000,1,873,895,1,1
6005,4,2000,1,655,657,9,9
6005,5,2000,1,2253,2239,1,9
6007,0,2000,1,52757,53402,1,1
6007,1,2000,1,15755,16462,1,1
6007,2,2000,1,7415,7444,1,1
6007,3,2000,1,9288,9305,1,1
6007,4,2000,1,2815,2840,1,1
6007,5,2000,1,17483,17351,1,1
6009,0,2000,1,5361,5519,1,1
6009,1,2000,1,2842,2967,1,1
6009,2,2000,1,910,926,1,1
6009,3,2000,1,683,685,1,1
6009,4,2000,1,397,414,9,9
6009,5,2000,1,529,528,1,1
6011,0,2000,1,4658,5066,1,1
6011,1,2000,1,1915,2046,1,1
6011,2,2000,1,907,1012,1,1
6011,3,2000,1,921,1088,1,1
6011,4,2000,1,81,81,1,1
6011,5,2000,1,835,839,1,1
6013,0,2000,1,297402,301374,1,1
6013,1,2000,1,64205,67452,1,1
6013,2,2000,1,29279,29881,1,1
6013,3,2000,1,42980,44091,1,1
6013,4,2000,1,11563,11656,1,1
6013,5,2000,1,149375,148295,1,1
6015,0,2000,1,4979,4832,1,1
6015,1,2000,1,1842,1787,1,1
6015,2,2000,1,630,632,1,1
6015,3,2000,1,1158,1097,1,1
6015,4,2000,1,179,178,1,1
6015,5,2000,1,1170,1138,1,1
6017,0,2000,1,32126,32564,1,1
6017,1,2000,1,12661,12965,1,1
6017,2,2000,1,4998,5067,1,1
6017,3,2000,1,4181,4287,1,1
6017,4,2000,1,1373,1358,1,1
6017,5,2000,1,8914,8888,9,9
6019,0,2000,1,237857,237008,1,1
6019,1,2000,1,66261,65001,1,1
6019,2,2000,1,31396,31101,1,1
6019,3,2000,1,45430,46370,1,1
6019,4,2000,1,12562,12782,1,1
6019,5,2000,1,82208,81754,1,1
6021,0,2000,1,5448,5304,1,1
6021,1,2000,1,2456,2418,1,1
6021,2,2000,1,782,710,9,1
6021,3,2000,1,532,537,1,1
6021,4,2000,1,216,216,1,1
6021,5,2000,1,1462,1422,1,1
6023,0,2000,1,36689,37059,1,1
6023,1,2000,1,12376,12847,1,1
6023,2,2000,1,5483,5634,1,1
6023,3,2000,1,7902,8107,1,1
6023,4,2000,1,2072,2100,1,1
6023,5,2000,1,8855,8371,1,1
6025,0,2000,1,37295,37197,1,1
6025,1,2000,1,12058,12031,1,1
6025,2,2000,1,5222,5596,1,1
6025,3,2000,1,5725,5746,1,1
6025,4,2000,1,3065,3243,1,1
6025,5,2000,1,11225,10581,1,1
6027,0,2000,1,4610,4611,1,1
6027,1,2000,1,2094,2112,1,1
6027,2,2000,1,972,981,1,1
6027,3,2000,1,627,626,1,1
6027,4,2000,1,49,27,9,9
6027,5,2000,1,869,864,1,1
6029,0,2000,1,161454,163639,1,1
6029,1,2000,1,41044,42564,1,1
6029,2,2000,1,20982,21133,1,1
6029,3,2000,1,29654,29721,1,1
6029,4,2000,1,9641,9988,1,1
6029,5,2000,1,60133,60233,1,1
6031,0,2000,1,22207,23380,1,1
6031,1,2000,1,7252,7791,1,1
6031,2,2000,1,2181,2297,1,1
6031,3,2000,1,4173,4375,1,1
6031,4,2000,1,2274,2688,1,1
6031,5,2000,1,6328,6229,1,1
6033,0,2000,1,10030,10443,1,1
6033,1,2000,1,4380,4545,1,1
6033,2,2000,1,966,1117,1,1
6033,3,2000,1,2071,2168,9,9
6033,4,2000,1,470,477,1,1
6033,5,2000,1,2143,2135,1,1
6035,0,2000,1,3560,3599,1,1
6035,1,2000,1,1592,1624,1,1
6035,2,2000,1,526,549,1,1
6035,3,2000,1,528,509,1,1
6035,4,2000,1,49,47,9,9
6035,5,2000,1,866,871,1,1
6037,0,2000,1,3580981,3646419,1,1
6037,1,2000,1,701468,743249,1,1
6037,2,2000,1,381081,394626,1,1
6037,3,2000,1,620453,631884,1,1
6037,4,2000,1,210857,214735,1,1
6037,5,2000,1,1667121,1661923,1,1
6039,0,2000,1,31190,30577,1,1
6039,1,2000,1,8666,8587,1,1
6039,2,2000,1,3249,3273,1,1
6039,3,2000,1,3390,3262,1,1
6039,4,2000,1,1910,1401,1,1
6039,5,2000,1,13974,14053,1,1
6041,0,2000,1,94421,95854,1,1
6041,1,2000,1,32228,33664,1,1
6041,2,2000,1,12589,13003,1,1
6041,3,2000,1,18818,19090,1,1
6041,4,2000,1,2558,2552,1,1
6041,5,2000,1,28228,27546,1,1
6043,0,2000,1,2659,2616,1,1
6043,1,2000,1,944,957,1,1
6043,2,2000,1,342,324,1,1
6043,3,2000,1,358,328,1,1
6043,4,2000,1,,,5,5
6043,5,2000,1,1012,1004,1,1
6045,0,2000,1,24574,24718,1,1
6045,1,2000,1,10000,10361,1,1
6045,2,2000,1,3936,3935,1,1
6045,3,2000,1,5792,5601,1,1
6045,4,2000,1,652,675,1,1
6045,5,2000,1,4194,4146,1,1
6047,0,2000,1,47117,47040,1,1
6047,1,2000,1,13461,13898,1,1
6047,2,2000,1,5625,5823,1,1
6047,3,2000,1,7314,7104,1,1
6047,4,2000,1,3479,3430,1,1
6047,5,2000,1,17237,16785,1,1
6049,0,2000,1,1545,1627,1,1
6049,1,2000,1,978,1023,1,1
6049,2,2000,1,233,233,1,9
6049,3,2000,1,224,259,1,1
6049,4,2000,1,,,5,5
6049,5,2000,1,107,108,1,1
6051,0,2000,1,5489,5472,1,1
6051,1,2000,1,1735,1875,1,1
6051,2,2000,1,985,1024,1,1
6051,3,2000,1,193,200,1,1
6051,5,2000,1,2576,2373,9,9
6053,0,2000,1,112738,116441,1,1
6053,1,2000,1,34853,37043,1,1
6053,2,2000,1,16054,16488,1,1
6053,3,2000,1,20755,21561,1,1
6053,4,2000,1,6211,6416,1,1
6053,5,2000,1,34865,34932,1,1
6055,0,2000,1,47928,49706,1,1
6055,1,2000,1,13867,14853,1,1
6055,2,2000,1,7173,7569,1,1
6055,3,2000,1,10099,10410,1,1
6055,4,2000,1,2409,2397,1,1
6055,5,2000,1,14380,14477,1,1
6057,0,2000,1,21054,21381,1,1
6057,1,2000,1,9397,9726,1,1
6057,2,2000,1,3258,3383,1,1
6057,3,2000,1,3411,3499,1,1
6057,4,2000,1,326,300,1,1
6057,5,2000,1,4661,4472,1,1
6059,0,2000,1,1260142,1286505,1,1
6059,1,2000,1,236660,250589,1,1
6059,2,2000,1,135888,139678,1,1
6059,3,2000,1,227811,234141,1,1
6059,4,2000,1,73352,74772,1,1
6059,5,2000,1,586432,587326,1,1
6061,0,2000,1,88618,90505,1,1
6061,1,2000,1,20830,21830,1,1
6061,2,2000,1,10233,10457,1,1
6061,3,2000,1,14510,15319,1,1
6061,4,2000,1,3924,3703,1,1
6061,5,2000,1,39119,39196,1,1
6063,0,2000,1,3724,3870,1,1
6063,1,2000,1,1945,2015,1,1
6063,2,2000,1,458,523,1,1
6063,3,2000,1,403,420,1,1
6063,4,2000,1,58,44,1,1
6063,5,2000,1,860,867,1,1
6065,0,2000,1,378526,393967,1,1
6065,1,2000,1,88871,96024,1,1
6065,2,2000,1,43209,45154,1,1
6065,3,2000,1,73982,76381,1,1
6065,4,2000,1,23547,25444,1,1
6065,5,2000,1,148917,150964,1,1
6067,0,2000,1,415034,423078,1,1
6067,1,2000,1,82595,86436,1,1
6067,2,2000,1,40514,41716,1,1
6067,3,2000,1,65135,67114,1,1
6067,4,2000,1,19635,20264,1,1
6067,5,2000,1,207154,207548,1,1
6069,0,2000,1,10621,10783,1,1
6069,1,2000,1,3556,3703,1,1
6069,2,2000,1,1618,1665,1,1
6069,3,2000,1,3099,3024,1,1
6069,4,2000,1,418,478,1,1
6069,5,2000,1,1929,1913,1,1
6071,0,2000,1,443710,450335,1,1
